Phrase1	Person1	Personimg1	Audio1	Hint1	trans1	Phrase2	Person2	Personimg2	Audio2	Hint2	trans2	Note	Intro	Image	Tagimg	Taglogo	Tagtalk	Tags	Adio1toexport	Adio2toexport	1685	10	0	Tags
What do you do to relax after a tough day at work?	Salli	<img src='Salli10.png' />	[sound:Level-C1-1790657182.mp3]	W_a_   d_   y_u   d_   t_   r_l_x   <br>a_t_r   a   t_u_h   d_y   <br>a_   w_r_?   	O que você faz para relaxar após um dia difícil no trabalho?	I like to listen to music at night. So, I play a calm instrumental song, I drink some tea and then I get ready for a full night of deep sleep	John	<img src=John10.png />	[sound:Level-C1-881542748.mp3]	I   l_k_   t_   l_s_e_   t_   m_s_c   <br>a_   n_g_t.   S_,   <br>I   p_a_   a   c_l_   i_s_r_m_n_a_   <br>s_n_,   I   d_i_k   s_m_   t_a   a_d   t_e_   I   g_t   r_a_y   f_r   a   f_l_   n_g_t   o_   d_e_   s_e_p   	Eu gosto de ouvir música à noite. Então, eu toco uma música instrumental calma, tomo um chá e me preparo para uma noite inteira de sono pesado		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑WH-Questions 	Level-C1-1790657182.mp3	Level-C1-881542748.mp3				
When do you like studying for an exam?	Justin	<img src='Justin10.png' />	[sound:Level-C1-1403661635.mp3]	W_e_   d_   y_u   l_k_   s_u_y_n_   <br>f_r   a_   e_a_?   	Quando que você gosta de estudar para uma prova?	I really like to study for exams early in the morning. At night I'm really tired, so I prefer to sleep early and study before going to school	Eva	<img src=Eva10.png />	[sound:Level-C1-583727052.mp3]	I   r_a_l_   l_k_   t_   s_u_y   <br>f_r   e_a_s   e_r_y   i_   <br>t_e   m_r_i_g.   A_   n_g_t   <br>I'm   r_a_l_   t_r_d,   s_   I   p_e_e_   t_   s_e_p   e_r_y   a_d   s_u_y   b_f_r_   g_i_g   t_   s_h_o_   	Eu gosto muito de estudar para os exames de manhã cedo. À noite estou muito cansada, então prefiro dormir cedo e estudar antes de ir para a escola		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑WH-Questions 	Level-C1-1403661635.mp3	Level-C1-583727052.mp3				
I struggle to work on difficult tasks, what do you do to make it easier?	Salli	<img src='Salli10.png' />	[sound:Level-C1-786140135.mp3]	I   s_r_g_l_   t_   w_r_   o_   <br>d_f_i_u_t   t_s_s,   w_a_   <br>d_   y_u   d_   t_   m_k_   <br>i_   e_s_e_?   	Eu me esforço quando trabalho em tarefas difíceis, o que você faz para facilitar?	While working on a difficult task, I like to take a break and relax for five minutes, every hour	Ana	<img src=Ana10.png />	[sound:Level-C1-1391181467.mp3]	W_i_e   w_r_i_g   o_   a   d_f_i_u_t   <br>t_s_,   I   l_k_   <br>t_   t_k_   a   b_e_k   a_d   <br>r_l_x   f_r   f_v_   m_n_t_s,   e_e_y   h_u_   	Enquanto trabalho em uma tarefa difícil, gosto de fazer uma pausa e relaxar por cinco minutos, a cada hora		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-786140135.mp3	Level-C1-1391181467.mp3				
How do you start your mornings?	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-130681496.mp3]	H_w   d_   y_u   s_a_t   y_u_   <br>m_r_i_g_?   	Como você começa suas manhãs?	I don't feel awake in the morning until I've had my cup of coffee and taken my shower. Then my mornings start!	John	<img src=John10.png />	[sound:Level-C1-70688881.mp3]	I   d_n't   f_e_   a_a_e   i_   <br>t_e   m_r_i_g   u_t_l   I'v_   <br>h_d   m_   c_p   o_   c_f_e_   <br>a_d   t_k_n   m_   s_o_e_.   T_e_   m_   m_r_i_g_   s_a_t!   	Não me sinto acordado de manhã até tomar minha xícara de café e tomar banho. Então minhas manhãs começam!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-130681496.mp3	Level-C1-70688881.mp3				
What do you do when you have trouble sleeping?	Matthew	<img src='Matthew10.png' />	[sound:Level-C1-58972667.mp3]	W_a_   d_   y_u   d_   w_e_   y_u   <br>h_v_   t_o_b_e   s_e_p_n_?   <br>	O que você faz quando tem problemas para dormir?	Whenever I have trouble sleeping I either read a book or listen to some instrumental song. That helps me fall asleep	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-968607988.mp3]	W_e_e_e_   I   h_v_   t_o_b_e   <br>s_e_p_n_   I   e_t_e_   r_a_   <br>a   b_o_   o_   l_s_e_   <br>t_   s_m_   i_s_r_m_n_a_   s_n_.   T_a_   h_l_s   m_   f_l_   a_l_e_   	Sempre que tenho problemas para dormir, leio um livro ou ouço uma música instrumental. Isso me ajuda a pegar no sono		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses ♚	Level-C1-58972667.mp3	Level-C1-968607988.mp3				
Have you ever burnt out from too much work?	Ana	<img src='Ana10.png' />	[sound:Level-C1-1008352237.mp3]	H_v_   y_u   e_e_   b_r_t   o_t   <br>f_o_   t_o   m_c_   w_r_?   <br>	Você alguma vez já se esgotou por muito trabalho?	Sure! That's why I started doing yoga classes	Salli	<img src=Salli10.png />	[sound:Level-C1-785691669.mp3]	S_r_!   T_a_'_   w_y   I   s_a_t_d   <br>d_i_g   y_g_   c_a_s_s   <br>	Claro! Por isso comecei a fazer aulas de ioga		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-1008352237.mp3	Level-C1-785691669.mp3				
How do you calm down after an argument?	Salli	<img src='Salli10.png' />	[sound:Level-C1-1737042299.mp3]	H_w   d_   y_u   c_l_   d_w_   <br>a_t_r   a_   a_g_m_n_?   	Como que você se tranquiliza depois de uma discussão?	Oh, I try to get a moment alone and breathe deeply for some minutes	Ana	<img src=Ana10.png />	[sound:Level-C1-85154791.mp3]	O_,   I   t_y   t_   g_t   a   <br>m_m_n_   a_o_e   a_d   b_e_t_e   <br>d_e_l_   f_r   s_m_   m_n_t_s   <br>	Ah, eu tento ficar um tempo sozinha e respirar profundamente por alguns minutos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑WH-Questions 	Level-C1-1737042299.mp3	Level-C1-85154791.mp3				
How do you chill out after a rough day?	John	<img src='John10.png' />	[sound:Level-C1-982427018.mp3]	H_w   d_   y_u   c_i_l   o_t   <br>a_t_r   a   r_u_h   d_y?   <br>	Como que você relaxa depois de um dia difícil?	Whenever I have a rough day, I like to chill out drinking a beer and watching TV	Matthew	<img src=Matthew10.png />	[sound:Level-C1-109603617.mp3]	W_e_e_e_   I   h_v_   a   r_u_h   <br>d_y,   I   l_k_   t_   <br>c_i_l   o_t   d_i_k_n_   a   b_e_   <br>a_d   w_t_h_n_   T_   	Sempre que eu tenho um dia difícil, eu gosto de relaxar bebendo uma cerveja e assistindo TV		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-982427018.mp3	Level-C1-109603617.mp3				
Do you drop off quickly after you go to bed?	Matthew	<img src='Matthew10.png' />	[sound:Level-C1-1565450952.mp3]	D_   y_u   d_o_   o_f   q_i_k_y   <br>a_t_r   y_u   g_   t_   <br>b_d?   	Você pega no sono rapidamente depois de ir se deitar?	I usually don't drop off so easily, but after having a rough day, I can drop off in seconds	John	<img src=John10.png />	[sound:Level-C1-747863563.mp3]	I   u_u_l_y   d_n't   d_o_   o_f   <br>s_   e_s_l_,   b_t   a_t_r   <br>h_v_n_   a   r_u_h   d_y,   <br>I   c_n   d_o_   o_f   i_   s_c_n_s   	Eu geralmente não pego no sono tão facilmente, mas depois de um dia difícil, eu consigo pegar no sono em segundos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-1565450952.mp3	Level-C1-747863563.mp3				
How do you perk up when you feel sleepy?	Ana	<img src='Ana10.png' />	[sound:Level-C1-1353647035.mp3]	H_w   d_   y_u   p_r_   u_   w_e_   <br>y_u   f_e_   s_e_p_?   <br>	Como que você se anima quando você se sente sonolenta?	Whenever I feel sleepy I grab a cup of coffee and eat something sweet	Kendra	<img src=Kendra10.png />	[sound:Level-C1-294356012.mp3]	W_e_e_e_   I   f_e_   s_e_p_   <br>I   g_a_   a   c_p   o_   <br>c_f_e_   a_d   e_t   s_m_t_i_g   <br>s_e_t   	Quando eu me sinto sonolenta, eu pego uma xícara de café e como alguma coisa doce		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-1353647035.mp3	Level-C1-294356012.mp3				
Do you race off as soon as class is over?	Eva	<img src='Eva10.png' />	[sound:Level-C1-938249050.mp3]	D_   y_u   r_c_   o_f   a_   s_o_   <br>a_   c_a_s   i_   o_e_?   <br>	Você sai na disparado assim que a aula acaba?	Of course I do! My favorite TV show starts right after my class, so I need to race off to my house	Justin	<img src=Justin10.png />	[sound:Level-C1-1535174853.mp3]	O_   c_u_s_   I   d_!   M_   f_v_r_t_   <br>T_   s_o_   s_a_t_   <br>r_g_t   a_t_r   m_   c_a_s,   <br>s_   I   n_e_   t_   r_c_   o_f   t_   m_   h_u_e   	Claro que sim! Meu programa de TV favorito começa logo depois da minha aula, então eu preciso ir ligeiro para casa		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-938249050.mp3	Level-C1-1535174853.mp3				
How often do you sleep over at a friend's house?	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-572788589.mp3]	H_w   o_t_n   d_   y_u   s_e_p   <br>o_e_   a_   a   f_i_n_'_   <br>h_u_e?   	Com que frequência você dorme na casa de uma amiga?	Whenever my mom lets me	Eva	<img src=Eva10.png />	[sound:Level-C1-662575505.mp3]	W_e_e_e_   m_   m_m   l_t_   m_   <br>	Sempre que minha mãe me deixa		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-572788589.mp3	Level-C1-662575505.mp3				
What time do you go to bed on the weekends?	Ana	<img src='Ana10.png' />	[sound:Level-C1-1087172806.mp3]	W_a_   t_m_   d_   y_u   g_   t_   <br>b_d   o_   t_e   w_e_e_d_?   <br>	Que horas você vai para cama nos finais de semana?	Whenever I have the opportunity to sleep early on the weekends, I do. So I usually turn in at about 10 p.m. on the weekends	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-310258299.mp3]	W_e_e_e_   I   h_v_   t_e   o_p_r_u_i_y   <br>t_   s_e_p   e_r_y   <br>o_   t_e   w_e_e_d_,   I   <br>d_.   S_   I   u_u_l_y   t_r_   i_   a_   a_o_t   1_   p.m.   o_   t_e   w_e_e_d_   	Sempre que eu tenho a oportunidade de dormir cedo nos finais de semana, eu durmo. Então eu geralmente vou para cama por volta das 22h nos finais de semana		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses ♚	Level-C1-1087172806.mp3	Level-C1-310258299.mp3				
I have been working a lot on this project, and I'm so worn out. I'm worried about my health	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-1090743931.mp3]	I   h_v_   b_e_   w_r_i_g   a   <br>l_t   o_   t_i_   p_o_e_t,   <br>a_d   I'm   s_   w_r_   o_t.   <br>I'm   w_r_i_d   a_o_t   m_   h_a_t_   	Eu tenho trabalhado muito nesse projeto e eu estou muito esgotada. Estou preocupada com a minha saúde	Well, have you ever thought of telling someone that you need help?	Ana	<img src=Ana10.png />	[sound:Level-C1-1638214706.mp3]	W_l_,   h_v_   y_u   e_e_   t_o_g_t   <br>o_   t_l_i_g   s_m_o_e   <br>t_a_   y_u   n_e_   h_l_?   <br>	Bom, você já pensou em falar para alguém que você precisa de ajuda?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Present-Perfect-Continuous 	Level-C1-1090743931.mp3	Level-C1-1638214706.mp3				
Whenever my friend chats with me at night, we chat for hours and hours. The next day I can't keep my eyes open	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-1165456164.mp3]	W_e_e_e_   m_   f_i_n_   c_a_s   <br>w_t_   m_   a_   n_g_t,   <br>w_   c_a_   f_r   h_u_s   a_d   <br>h_u_s.   T_e   n_x_   d_y   I   c_n't   k_e_   m_   e_e_   o_e_   	Sempre que minha amiga me manda mensagem a noite, nós ficamos converçando por horas e horas. No dia seguinte eu não consigo manter meus olhos abertos	It might not be a bad idea if you turn off your phone at night	Ana	<img src=Ana10.png />	[sound:Level-C1-343154321.mp3]	I_   m_g_t   n_t   b_   a   b_d   <br>i_e_   i_   y_u   t_r_   <br>o_f   y_u_   p_o_e   a_   n_g_t   <br>	Talvez não seja uma má idéia você desligar o seu telefone à noite		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥07-What's-your-best-time-of-the-day? ⚑Time-clauses 	Level-C1-1165456164.mp3	Level-C1-343154321.mp3				
I sometines lie awake at night even if I'm really tired	John	<img src='John10.png' />	[sound:Level-C1-495244760.mp3]	I   s_m_t_n_s   l_e   a_a_e   a_   <br>n_g_t   e_e_   i_   I'm   <br>r_a_l_   t_r_d   	Eu às vezes fico deitado acordado à noite mesmo que eu esteja muito cansado	That happens to me too	Matthew	<img src=Matthew10.png />	[sound:Level-C1-1429313265.mp3]	T_a_   h_p_e_s   t_   m_   t_o   <br>	Isso acontece comigo também		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥08-A-Good-Night-of-Sleep ⚑Simple-Present 	Level-C1-495244760.mp3	Level-C1-1429313265.mp3				
How many hours do you need to get a good night of sleep?	Salli	<img src='Salli10.png' />	[sound:Level-C1-1521497177.mp3]	H_w   m_n_   h_u_s   d_   y_u   <br>n_e_   t_   g_t   a   g_o_   <br>n_g_t   o_   s_e_p?   	De quantas horas você precisa para ter uma boa noite de sono?	I'm lucky I can get by on six hours of sleep considering that most people need eight	Kendra	<img src=Kendra10.png />	[sound:Level-C1-113509367.mp3]	I'm   l_c_y   I   c_n   g_t   b_   <br>o_   s_x   h_u_s   o_   <br>s_e_p   c_n_i_e_i_g   t_a_   <br>m_s_   p_o_l_   n_e_   e_g_t   	Eu tenho sorte de conseguir ficar bem com seis horas de sono considerando que a maioria das pessoas precisam de oito		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥08-A-Good-Night-of-Sleep ⚑Clauses:-reasons-and-conditions ♚	Level-C1-1521497177.mp3	Level-C1-113509367.mp3				
I'm a light sleeper, so any little noise wakes me up. Unless I'm really tired	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-780893333.mp3]	I'm   a   l_g_t   s_e_p_r,   s_   <br>a_y   l_t_l_   n_i_e   <br>w_k_s   m_   u_.   U_l_s_   I'm   <br>r_a_l_   t_r_d   	Eu sou uma pessoa de sono leve, então qualquer barulho me acorda. A não ser que eu esteja muito cansada	I'm a deep sleeper. Not even the loudest noises wake me up	John	<img src=John10.png />	[sound:Level-C1-1902526999.mp3]	I'm   a   d_e_   s_e_p_r.   N_t   <br>e_e_   t_e   l_u_e_t   <br>n_i_e_   w_k_   m_   u_   	Eu tenho o sono pesado. Nem mesmo os sons mais barulhentos me acordam		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥08-A-Good-Night-of-Sleep ⚑Clauses:-reasons-and-conditions 	Level-C1-780893333.mp3	Level-C1-1902526999.mp3				
I can manage on five hours of sleep as long as I take a nap during the day	Matthew	<img src='Matthew10.png' />	[sound:Level-C1-723975136.mp3]	I   c_n   m_n_g_   o_   f_v_   <br>h_u_s   o_   s_e_p   a_   <br>l_n_   a_   I   t_k_   a   n_p   <br>d_r_n_   t_e   d_y   	Eu consigo me virar com cinco horas de sono desde que eu tire uma soneca durante o dia	I don't have time to take a nap during the day, so I have to sleep for at least 8 hours a night	John	<img src=John10.png />	[sound:Level-C1-1667353761.mp3]	I   d_n't   h_v_   t_m_   t_   <br>t_k_   a   n_p   d_r_n_   <br>t_e   d_y,   s_   I   h_v_   t_   <br>s_e_p   f_r   a_   l_a_t   8   h_u_s   a   n_g_t   	Eu não tenho tempo de tirar uma soneca durante o dia, então tenho que dormir pelo menos 8 horas por noite		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥08-A-Good-Night-of-Sleep ⚑Clauses:-reasons-and-conditions ♚	Level-C1-723975136.mp3	Level-C1-1667353761.mp3				
